Title,Content,Topic,index
covid19 finmin utica create joint listening unit support struggling businesses,tap ministry finance tunisian confederation industry trade handicrafts utica decided meeting monday create joint listening unit work permanently support businesses facing difficulties spread coronavirus covid 19 meeting discussed ways prevent spread virus measures limit impact pandemic economic activity said statement ministry unit organise open meetings three levels level 1 present urgent solutions problems hindering activity businesses various sectors level 2 set main guidelines motivating investment improve business climate expedite measures tax customs fields level 3 present recommendations develop investment financing mechanisms meeting chaired minister finance mohamed nizar yaich president utica samir majoul,Economy,46
no passenger ships received tunisian ports says ommp azzouz,tap no passenger ships received tunisian ports head communication office merchant marine ports ommp sahbi azzouz said statement tap monday denying information conveyed regard pointed regard port directorates respect government decision total closure maritime borders exception receiving cargo vessels azzouz added precautionary measures taken prevent spread coronavirus notably banning crews leaving ships avoiding contact besides health team monitor crew cargo disembarkation area enter port seven tunisian ports receive average 10 cargo ships day number european countries specified,Economy,47
ftav announces participation national solidarity action combat coronavirus,tap tunisian federation travel agencies ftav announced monday decision participate national solidarity action help combat coronavirus set health ministry financial contribution 20 000 dinars form donation decision follows meeting federal bureau sunday study situation prevailing country facing risk coronavirus epidemic regard ftav calls members contribute financially fund travel agencies support rolling stock structures health ministry regions federation also calls necessary engage voluntary action benefit national community delicate health situation country going expressing wish tunisia go ordeal soon possible help solidarity children,Economy,48
tabc urges authorities save smes coronavirus spread,tap facing spread coronavirus tunisia africa business council tabc proposed monday authorities banks battery measures protect tunisian enterprises save unprecedented debacle among proposed measures rescheduling debt credit repayment deadlines two three months non application interest opening tap management credits short term loans support treasuries tunisian smes facilitation investment credits reduction granting deadlines well reduction key rate central bank tunisia bct least 200 basis points council also proposes support tunisian dinar remain current level dollar euro put payment without delay outstanding debts enterprises public administrations public enterprises make moratorium favour small medium enterprises terms tax social charges reduce tax social charges smes constitute 95 economic fabric tabc also recommends reintroducing tax relief productive investment suspending application vat sales property developers setting credit line enterprises serious difficulty according tabc press release state may possibly consider offering guarantees banks work save finance smes take employees technically unemployed order preserve many jobs possible create fund help enterprises suspension payments serious difficulty besides council pointed need facilitate procedures deadlines export tunisian products launch major program digitalisation administration education well tele work set task force composed best public private competences come rescue program ensure implementation addition tabc called national international solidarity among individuals nation among peoples different nations overcome health economic crisis prime minister address nation friday announced set measures cope pandemic counter development not measures monitoring economic support notably smes businesses artisans directly affected unprecedented crisis must recognized measures imply ricochet halting economy entire sectors find hibernation tourism industry transport health sports automobile aeronautics sectors etc exceptional situations call exceptional measures tabc insisted,Economy,49
fakhfakh receives representatives tunisian media,tap prime minister elyes fakhfakh received monday representatives four union structures tunisian media namely president national union tunisian journalists snjt neji bghouri president tunisian federation newspaper directors ftdj taieb zahar president national union private radio stations mohamed kamel robbana president private tv channels union lassad kedher according prime ministry press release fakhfakh affirmed support freedom press government commitment guarantee independence pointing important role media raising citizens awareness supporting state efforts combating new coronavirus means prevent meeting offered occasion premier listen concerns representatives profession difficulties facing written press confiscated media media sector general end expressed government interaction media reform proposals consecration citizen right pluralist free independent press part tunisian federation newspaper directors issued press release speaks meeting helped examine means overcome suffocating crisis facing written electronic press sector institutions succeed perpetuating activities participate actively raising awareness dangers new coronavirus order preserve health various players sector federation advised newspaper directors suspend print edition march 23 make electronic version,Media,50
international virtual conference dedicated cultural creative sector march 20,tap international virtual conference organised march 20 theme covid 19 crisis emerging funding mechanisms action plan cultural creative sector event takes place global context marked suspension cultural artistic events precautionary measure covid 19 rambourg foundation tunisia announces conference held partnership cultural funding watch rambourg foundation partnered different parts creative cultural sector around world aim bring together knowledge various cultural actors involved experiences best practice field discussion investigation foundation indicates objective achieved harnessing digital technologies assets need communicate connect time disconnection virtual space aims bring together artists cultural creative workers institutional representatives fund initiators share best practices previous experiences mobilise funds share know crisis management organisers planning three workshops first focus initiatives taken institutional point view strategies public policies government institutions two workshops focus initiatives taken point view arts cultural community taken private sector foundations beyond conference organisers hope provide united network players continue collaborate strengthen sharing know best making sector strong possible everyone emerged side crisis conference open web users called fill application form available organisers social networks,Media,51
snjt puts activities covid 19,tap national union tunisian journalists french snjt said tuesday activities notably training sessions seminars meetings put move avoid mass gatherings falls within framework national strategy combat spread covid 19 comes abidance government decisions snjt said,Media,52
cinemas theatres public private cultural spaces close april 4,tap ministry cultural affairs decided close april 4 movie theatres theatres art galleries spaces host artistic performances throughout country statement issued saturday ministry said measure concerns various cultural artistic spaces mentioned public private new restrictions respected notice consultation various local regional official parties involved previous preventive measures previously announced supervising ministry decided tuesday march 10 postpone cultural artistic events organised institutions supervision throughout republic museums far partially spared new letter addressed heads local regional institutions ministry indicates archaeological museums historical sites open public visits closed notice restriction not affect open air museums number visitors allowed enter limited ministry also announces reading rooms national library tunisia bnt closed notice however services offered members various public libraries country remain open borrowing exception administrative tasks activities various public cultural artistic institutions totally interrupted restriction also affects activities clubs training courses workshops within institutions decision comes wake anticipated preventive measures coronavirus announced friday march 13 prime minister ely fakhfakh detection new cases contamination covid 19 country led official authorities reinforce measures taken national level prevent spread virus larger scale ministry counting understanding various stakeholders cultural artistic activity particularly private sector affected restriction imposed current rather delicate health situation,Media,53
covid 19 cultural events activities postponed suspended,tap ministry cultural affairs announced wednesday postponement suspension cultural artistic events activities new decisions concern public institutions bodies ministry supervision suspensions postponements maintained notice complete list announced decisions suspension courses public regional music institutes postponement cultural artistic events planned city culture postponement regional theatre festivals postponement artistic professionalism examination papers postponement collective guided visits museums archaeological sites historical monuments city culture later date services members regional public libraries limited lending books cultural complexes houses culture open activities clubs not attract large number people ministry recalls new arrangements made accordance covid 19 preventive measures decided nationwide,Media,54
hpr passes bill paipo statute,tap house people representatives hpr passed wednesday bill statute pan african intellectual property organisation paipo headquarters tunisia 153 mps voted bill 8 6 abstained article 8 paipo statute stipulates headquarters paipo situated tunisia accordance decision african union assembly paipo statute adopted 26th ordinary session african union assembly held january 30 31 2016 addis ababa,Media,55
cultural artistic activities postponed culture ministry,tap cultural artistic events national international scope postponed dates announced later temporary suspension regards events organised culture ministry well organised institutions supervision decision announced tuesday afternoon ministry administrative letter sent heads public cultural institutions well regional delegates cultural affairs part national action plan preventive measures new coronavirus scientifically known covid 19 ministry also announced postponement events activities attract fairly large audience,Media,56
project enhancement promotion habib bourguiba museum launched march 20,tap project enhancement promotion habib bourguiba museum skanes palace creation museum brand image launched march 20 announces national heritage institute inp awareness day scheduled launch event organised international council museums icom tunisia coincide celebration tunisia 64th anniversary independence day icom tunisia project falls line icom programmes international organization museums museum professionals dedicated research conservation sustainability transmission society world natural cultural heritage present future tangible intangible counts 44 686 members 138 countries total 118 national committees 32 international committees icom membership association non governmental organisation sets professional ethical standards museum activities international organisation field museums,Media,57
ghannouchi receives delegation federation newspaper directors,tap delegation tunisian federation newspaper directors ftdj presented thursday speaker house people representatives hpr rached ghannouchi overview tunisian press situation challenges faced media enterprises negative impact working conditions journalists journalistic production general delegation members stressed importance speeding promulgation draft laws related press media sector notably related creation national agency management public advertising subscriptions submitted parliamentary committees also pointed need consider mechanisms develop print electronic media according hpr press release ghannouchi affirmed willingness include legislations among priorities hpr work referring important role media need adapt innovative technologies underlined freedom expression important asset must preserved strengthened ensure sustainability media enterprises develop media product meets expectations tunisian people according source delegation included sahar mechri taieb zahar mohamed aroussi ben salah kais ben mrad khaled aouij mohamed hamrouni afif kchouk,Media,58
ipsi hosts conference teaching francophone journalism difficulties prospects,tap conference theme teaching francophone journalism difficulties prospects organised institute press information sciences ipsi tunisia section union de la presse francophone upf march 3 conference attended professors ipsi members upf tunisia says press release upf participants discuss challenges teaching french language journalism relation job market opening tunisian university french language journalism schools around world role professional organisations promoting french language journalism says source conference close signing agreement ipsi upf tunisia section launch francophone press club upf added,Media,59
tunis host 3rd meeting arab student poets february 27 march 1,tap university centre dramatic arts cultural activities houssine bouzaiene hold 3rd meeting arab student poets february 27 march 1 theme poetry today 30 students 10 students morocco egypt uae oman sudan syria take part event meeting marked poetry competitions students conference open stage poetic improvisations concerts theatrical performances tributes paid tunisian poets previously contributed success meeting enrichment tunisian poetry,Media,60
fifty fashion show soon tunis,tap fifty title fashion show tunis held next march 5 7 p french institute tunisia ift created initiative famous french fashion designer nathalie garcon event take place occasion international women day celebrated march 8 year show bring together 50 tunisian women including artists producers television hosts fashion designers journalists business leaders civil society activists parade personalities france sandrine bonnaire actress director screenwriter marianne james singer songwriter catherine lara singer violinist participating women dressed tunisian designers represent models future generations reads press release ift,Media,61
macam host raffaello portraitist exhibition february 28 march 28,tap national museum modern contemporary art macam gallery culture city tunis host february 28 march 28 italian raffaello portraitist exhibition portraits italian painter raffaello 1483 1520 reproduced high resolution multimedia installation presented supervision exhibition curator italian antonio paolucci exhibition organised occasion 5th century death artist considered one famous italian portraitists renaissance era event organised italian ministry foreign affairs rai selected tunis prestigious city culture first stage travelling exhibition due travel world according press release italian embassy tunis initiative occasion start long lasting rich collaboration italian culture institute macam gallery press release adds,Media,62
tfanen tunisie creative launches new call projects cultural enterprises,tap part local cultural engagement fund tunisia tfanen tunisie creative launches new call projects dedicated cultural enterprises amount 300 000 940 000 tnd deadline applications march 12 2020 applications arabic french available online tfanen website eligible private cultural enterprises ones created least last two years february 14 2020 projects admitted get funds 30 000 dinars 300 000 dinars based average turnover last two years projects suggested help boost social cultural diversity encourage citizens participation foster socio cultural integration minorities access culture neighbourhoods rural areas poor regions information available http www tfanen org appel projets fonds dengagement cu tfanen tunisie creative granted financial support 72 cultural projects amount 3 4 million since 2017 projects cover governorates throughout tunisia seek promote national cultural diversity access culture support freedom expression freedom creation compliance sustainable development goals sdgs fund seeks boost local collaborative approach social cultural economic ecosystem actors citizens civil society private sector public institutions could contribute local cultural engagement fund tunisia seeks bring culture citizens closer together foster local collaborative approach serving cultural social ecosystem actors citizens civil society private sector public institutions place contribute actively tfanen creative tunisia european union funded project support consolidation cultural sector started 2016 part programme support strengthening tunisia cultural sector pact ministry cultural affairs total budget 9 7 million dedicated implementation bilateral programme period 2016 2021 project collaboration eunic network national cultural institutes european union implemented british council,Media,63
assaults journalists,tap monitoring unit national union tunisian journalists snjt reported drop physical assaults journalists january 2020 compared december 2019 eleven assaults committed journalists last january addition two cases legal action two related barriers reporting three others harassment monitoring unit said monthly report presented monday fewer attacks compared december 219 violence internet social media unit warned snjt report deplored persistence violence verbal assaults journalists especially comes access information blaming police government officials mps civil society representative violence media professionals according report attacks mainly perpetrated tunis 4 cases sousse 3 kairouan 2 cases two attacks committed governorates tataouine gafsa another connection snjt called prime ministry remove circulars ministerial instructions hamper journalists work,Media,64
tunisia officially receives certificate inscription date palm list intangible heritage humanity,tap tunisia officially received united nations educational scientific cultural organisation unesco certificate inscription date palm unesco list intangible heritage said cultural affairs ministry certificate signed unesco director general audrey azoulay intergovernmental committee safeguarding intangible cultural heritage inscribed date palm related knowledge traditions practices representative list intangible cultural heritage humanity joint nomination 14 arab countries retained 14th annual meeting intergovernmental committee safeguarding intangible cultural heritage held bogota columbia december 9 14 tunisia represented imed bensoula national heritage institute inp permanent ambassador tunisia unesco ghazi ghrairi according unesco document bahrain egypt iraq jordan kuwait mauritania morocco oman palestine saudi arabia sudan tunisia united arab emirates yemen suggested nomination date palm related knowledge traditions practices representative list intangible cultural heritage humanity,Media,65
kashf media e computing platform economic files north west region implemented next april,tap bina association specialised development information currently working implementation next april e computing platform help follow economic files covering north west region called kashf media platform first focus north west region particularly governorates siliana jendouba beja kef present periodic reports inlcuding analyses conclusions collected data media articles videos addition information collected open data testimonies project founded two tunisian young journalists khaoula boukrime aymen touihri,Media,66
chokri belaid world forum arts kicks,tap tribute late activist dedicated life firmly establishing values peace freedom minister cultural affairs mohamed zinelabidine said thursday opening 3rd chokri belaid world forum arts tribute martyr chokri belaid become universal icon fight forms violence bow respect activist intellectual poet artist fought freedom beyond political affiliation minister said ceremony attended notably belaid family members governor tunis chedli boualleg secretary general tunisian general labour union french ugtt noureddine tabboubi large number political cultural figures ugtt tabboubi said chokri belaid stands enlightened thought far confrontation human rights activist dedicated life defending oppressed impoverished lofty values principles championed serve model followed democratic progressive forces added part honorary chairman forum abdelmagid belaid commended ministry cultural affairs initiative make local event international meeting real fight violence commenced today culture arts represent efficient shields radicalisation added,Media,67
chokri belaid world forum arts standing violence,tap 3rd chokri belaid world forum arts organised ministry cultural aff airs held february 5 16 sign art culture violence 100 artists tunisia algeria libya morocco egypt sudan uae bahrain kuwait iran nigeria france italy germany spain serbia brazil colombia peru india attending forum event held partnership chokri belaid foundation violence tunisian general labour union french ugtt chokri belaid cultural centre jebel jeloud several partners tribute martyr chokri belaid become global icon fight forms violence steering committee wednesday told news conference forum fits within commemorative events 7th anniversary belaid assassination tribute memory late activist intellectual poet artist tunisian foreign artists coming together part forum bid firmly establish values peace coexistence stand violence whatever sources,Media,68
fifth panorama international short film festival kicks,tap tunisian film library hosting association parents friends disabled people tunisia french apaht 5th panorama international short film festival pisff february 4 6 city culture move part film library endeavours outreach civil society event kicked tuesday presence young filmmakers several countries including tunisia libya algeria morocco egypt director tunisian film library hichem ben ammar said takes pride supporting civil society initiatives provide everyone possibility express art agenda three day event includes 21 short films fiction documentary animation,Media,69
tunis municipal theatre host 11th comedy festival february 18 23,tap 11th edition comedy festival organised february 18 23 tunis municipal theatre 6 tunisian foreign shows agenda agenda includes performances french bun nay mean february 18 mr nouar february 19 laurent baffie february 20 tunisians slah msadek kamel touati lasaad ben abdallah february 21 moroccan amine radi february 22 french sebastien mossi close show february 23 70 000 show goers attended festival since 2007 hosted renowned artists international tunisian comedy scene lamine nahdi anthony kavanagh anne roumanoff wajiha jendoubi etc,Media,70
tunisia saharan ksours officially inscribed unesco world heritage tentative list,tap saharan ksours southern tunisia officially inscribed united nations educational scientific cultural organisation unesco tentative list tangible cultural heritage says official page ministry cultural affairs candidacy file submitted last january 10 tunisia ambassador permanent delegate unesco ghazi ghrairi experts officials national heritage institute inp prepared file record time according source new inscription reinforces steps taken tunisia field inscription jugurtha tableland kef recently final file djerba inclusion unesco list tangible cultural heritage,Media,71
tap begins digitisation 1 5 million film archives,tap project digitising film archives tunis afrique presse tap news agency around 1 5 million film negatives officially launched friday agency headquarters tunis photographers journalists technicians marketing sales teams attended celebration ceremony large scale project carried support media support programme tunisia pamt managed african centre training journalists communicators capjc launch project designed european tunisian experts marked presence tap acting ceo director photo desk training director teams involved digitisation started photos dating 59s 60 thousand photos scanned first step said tap photos desk director lassaad safer photos put use editorial staff marketed potential customers primary objective save digitise enhance photos make available customers adequate human technical resources said trainer within pamt programme renaud girard arrived support tap digitisation film archives mentioned huge number photos would facing destruction not immediately exploited long term project take almost ten years complete next steps involve establishment large system human resources equipment finalise programme director external relations tap chaouki aloui stressed importance providing necessary human resources development project also mentioned audiovisual studio within agency technically operational however terms human resources studio requires team photographers journalists well trained effective exploitation capjc director said ben kraiem recalled different forms partnership capjc tap well training provided tap agents including journalists photographers technicians end first phase pamt programme announced second phase start may tap archives date 1940s include photos belonged state secretariat information colonial period independence bourguiba regime creation agency large part photographic treasure composed mainly political news recovered tap keep archives addition photos tap archives documentation order houses dispatches published since creation 1960 start digital age,Media,72
first cultural creative industries fair opens tunis,tap first cultural creative industries fair opened wednesday city culture event organised ministry cultural affairs tunis international centre digital cultural economy ticdce geared towards young entrepreneurs startuppers public private sector partners experts young entrepreneurs investors taking part fair runs till january 31 minister mohamed zinelabidine said tunisia enormous digital potential needs harnessed strategic programmes appropriate funds two panel discussions addressed topics ecosystem cultural creative industries tunisia cultural investment incentives mechanisms support legal framework workshops also held robotics stop motion initiation developing video games taking centre stage fair fits within strategic cultural programmes focused new technologies creative industries digital cultural economy designed boost partnership employability sector creative industries,Media,73
candidacy file inscription island djerba whl officially submitted unesco,tap candidacy file inscription island djerba world heritage list whl united nations educational scientific cultural organisation unesco officially submitted tuesday world heritage centre organization headquarters paris ministry cultural affairs charge procedure speaks priority file carefully elaborated institutions pointing candidacy island djerba part strategy accelerate pace universal heritage inscriptions objective remedy 23 year absence no site admitted final list un organisation says source ministry recalls file submitted official delegation composed officials representing national heritage institute inp agency heritage development cultural promotion amvppc association safeguarding island djerba asidje delegation accompanied ambassador permanent representative tunisia unesco ghazi ghrairi according conditions selection criteria mentioned un organisation study candidatures follows long process included final world heritage list universal value site top list sites must meet least ten well defined selection criteria involvement civil society local community among factors determining decision unesco experts take consideration protection management authenticity integrity properties two independent advisory bodies designated world heritage convention responsible evaluating properties nominated inclusion world heritage list annual meeting intergovernmental committee safeguarding intangible cultural heritage announces sites admitted world heritage list,Media,74
elyes fakhfakh meets group intellectuals,tap prime minister designate elyes fakhfakh met group academics intellectuals monday evening dhiafa palace carthage discuss cultural life country theatre artist jalila bakkar told press interview provided diagnosis cultural situation country adding informed pm designate deterioration theatre sector despite existence pioneering experiences field jalila bakkar said meeting not deal names proposed assume portfolio ministry cultural affairs also ruled possibility holding post minister culture saying place theatre theatre scene part playwright adnan helali said interview also focused cultural decentralisation far inherited experienced stressing emphasis also placed need make culture factor development regions discussion elyes fakhfakh also focused need rationalise budget allocated ministry cultural affairs not waste summer festivals fight bureaucracy ministry orientation programmes towards cultural development rapprochement inland areas added meeting attended president cultural centre arts handicrafts sammama adnan hilali professor contemporary political philosophy tunisian university mounir kchaou theatre actress jalila bakkar doctor literature university manouba walid zidi sociology researcher jihad al haj salem,Media,75
lina ben henni end young fighter journey,tap ministry cultural affairs national union tunisian journalists snjt mourned loss lina ben henni cyberactivist human rights defender passed away monday morning tunis deceased died age 36 long illness death prime life marks end young woman journey fighter ministry regrets loss champion free speech activist blogger academic looked back career young woman active fight internet censorship defence freedom expression tunisia lost free voice exceptional personality left mark last decade dictatorship whole period followed snjt text reads union took stock relentless struggle rights tunisians freedom expression thought access information well individual collective freedoms recalled continuous harassment physical moral attacks subjected dictatorship situation continued even revolution death threats made necessary provide close protection subjected denigration defamation campaigns affecting person dignity opinions certain societal model support gender equality also stated born may 22 1983 late lina ben henni held position assistant lecturer english language university tunis university studies tunisia lina ben henni continued studies united states america thanks fullbright scholarship studies usa 2008 2009 taught arabic tufts university near boston beginnings tunisian revolution gained image activist revolutionary youth movement writings well presence streets gained international notoriety blog tunisian girl freely expressed political social affairs country made known writings dictatorship ben ali 2011 published first book tunisian girl blogger arab spring commitment earned several medals various countries around world may 2011 nominated nobel peace prize 2011 lina henni several times top ranking best female bloggers world granted best blog award 2011 seventh edition major international blog competition bob organised german broadcaster deutsche welle bonn also ranked 23rd prestigious arabian business magazine ranking 100 influential women 2012 deceased commitment fuelled favourable family background father sadok ben mhenni left wing activist one founders tunisian section amnesty international interest reading led idea campaign collect books tunisian prisons launched sidelines carthage film days cffd 2019 action enabled collect 45 thousand copies view making available people prisons,Media,76
selection venezuelan films screened tunisian film library,tap latin american cinema back tunisia film library offers selection films cycle entitled discovery venezuelan cinema event held part partnership tunisian film library venezuelan embassy tunis take place national venezuelan cinema day projections take place tahar cheriaa screening room city culture following full programme discovery venezuelan cinema tuesday january 28 06 30 pm azu directed luis alberto lamata 100 venezuela 2014 thursday january 30 06 30 pm pelo malo directed mariana rondon 93 venezuela 2013 friday january 31 04 00 pm brecha en el silencio directed luis andres rodriguez 90 venezuela 2013 06 30 pm hijos de la sal directed luis andres rodriguez 95 venezuela 2018 saturday february 1 06 30 pm bolivar el hombre de las dificultades directed louis alberto lamata 116 venezuela 2013,Media,77
tunisia officially submit djerba island file unesco monday 27 january 2020,tap delegation representing tunisia leave france monday january 27 2020 officially submit candidature file inscription island djerba world heritage list united nations educational scientific cultural organization unesco ministry cultural affairs announces press release issued friday file deposited monday 4 p international heritage centre united nations headquarters paris presence ghazi ghrairi ambassador permanent representative tunisia unesco ministry underlines file signed monday january 20 2020 behalf tunisian state mohamed zinelabidine minister cultural affairs specifies high level delegation brings together heads institutions charge heritage authority ministe cultural affairs well members civil society faouzi mahfoud director general national heritage institute inp mahdi najjar director agency heritage development cultural promotion amvppc makki oudi president association safeguarding island djerba asidje among main members mentioned statement granted tap zinelabidine stated dossier follows scientific technical criteria elaborated specialists heritage sector coordination permanent ambassador representative tunisia unesco committee charge file considered new formula file give better chance included final unesco list minister said recalled initiative developed framework consultation process bringing together public institutions civil society aimed promoting tourism culture tunisia destination strengthening cultural diplomacy ministry recalled dossier inscription island world heritage list heart strategic dossiers department institutions charge heritage citing respect efforts made inp amvppc asidje alecso arab organization education culture science order ensure success project human material logistical means mobilized periodic meetings organized central administration level ministry addition field visits southern island country according source,Media,78
tunisian authorities cover burial expenses tunisians died abroad airspace closed consulate general tunisia milan,tap tunisian consulate general milan italy indicated tunisian authorities cover costs burial tunisians died natural causes result covid 19 epidemic muslim cemeteries within consular district according press release consulate general said tunisian authorities decided instructed president kaies saied cover costs burying tunisians died abroad muslim cemeteries particularly decision close airspace countries order prevent spread new coronavirus city milan located lombardy experienced first case death march 18 tunisian resident italy contamination coronavirus second case death tunisian city ancona victim pandemic according previous statements tunisian ambassador rome moez sinaoui tap,Politics,79
covid 19 presidency calls freedom loving people everywhere back palestinians,tap freedom loving people tunisia around world called upon send necessary medical equipment palestinian people given health crisis country related spread coronavirus covid 19 presidency republic said statement saturday expressed tunisia willingness make means may available brotherly palestinian people presidency republic noted population density occupied palestinian territories refugee camps well scarcity resources increase risk infection urged international organisations assume humanitarian role difficult context experienced peoples president kais saied friday held phone conversations palestinian president mahmoud abbas hamas political bureau chief ismail haniya emphasised tunisia constant position standing unconditionally palestinian people readiness provide necessary support harsh ordeal facing mankind,Politics,80
covid 19 curfew detention warrant issued man called night rally,tap public prosecutor office issued detention warrant person called night rally tunis jebel lahmar neighbourhood communication officer tunis court first instance deputy public prosecutor mohsen dali said saturday man detained charged incitement night rally curfew hours told tap youth groups gathered jebel lahmar neighbourhood shouting allah akbar beg god mercy face covid 19 epidemic violation curfew provisions dali also indicated public prosecutor office issued detention warrant person spreading false news resignations security officials,Politics,81
74 persons violated curfew lockdown provisions taken custody statement,tap head information communication unit tunis court first instance deputy public prosecutor dali said saturday public prosecutor office decided take custody 74 people violated curfew total confinement provisions since march 23 arrest warrants issued 16 others remained liberty mohsen dali added statement tap deputy public prosecutor also pointed prosecutor office also monitoring enforcement mandatory isolation arrangements returned country regarding assessment terrorist threat dali said security units intelligence investigative levels closely monitoring issue particularly stage two terrorist cells dismantled mahdia siliana specified three suspects belonging first cell another member second cell arrested taken custody judicial anti terrorist division,Politics,82
bill delegation legislative power pm discussed parliamentary committee,tap committee rules procedure immunity parliamentary laws electoral laws held teleconference friday discuss bill delegation legislative power prime minister according press release house people representatives hpr meeting opportunity presidents parliamentary blocs discuss draft law 30 2020 delegates prime minister publication decree laws accordance article 70 constitution second paragraph bill question empowers prime minister promulgate decree laws period two months fields set article 65 constitution purpose enacting law deal impact spread coronavirus ensure continuity vital services country make executive power action effective light rapidly changing situation members committee presidents parliamentary blocs unanimously approved delegation legislative power prime minister order guarantee promptness efficiency measures taken exceptional circumstances country going however delegation powers limited number fields related fight new coronavirus health security social environmental fields said members committee ruled possibility implementing articles included bill agreed schedule teleconference saturday starting 11 hearing party presented initiative two legal experts deputies called compliance deadlines set rules procedure stipulate examination law question speeded,Politics,83
fakhfakh chairs meeting national covid 19 monitoring authority,tap prime minister elyes fakhfakh chaired friday kasbah palace meeting national covid 19 monitoring authority according statement prime ministry meeting devoted monitoring activities central operations room authority general health assessment country last two days opportunity present latest statistics coronavirus examine coordination mechanisms regions light health security social monitoring country help make appropriate decisions source said supply shops control distribution channels assessment degree compliance general health lockdown law enforcement also examined prime minister announced last wednesday creation national covid 19 monitoring authority brings together senior officials ministries interior health social affairs aim imposing full compliance measures combat virus authority ensures coordination regional disaster committees national covid 19 control committee also monitors compliance full lockdown procedure adopted national security council implementation 14 day self isolation programme monitoring regularity supply basic products distribution social assistance poor families families without income among prerogatives authority also follows recommendations referring national committee combat covid 19 view adopting necessary measures contain virus,Politics,84
covid 19 tunisia receives protection screening equipment au,tap tunisia receive tomorrow saturday grant african union au part assistance provided african countries fight coronavirus according press release ministry foreign affairs donation consist face masks coronavirus screening tests protective clothing according source equipment financed chinese company tunisia commended efforts made african union chinese company question ethiopian government efforts distribution delivery equipment source said,Politics,85
kais saied talks mahmoud abbas ismail haniyeh,tap president kais saied two telephone conversations friday palestinian president mahmoud abbas head political bureau hamas movement ismail haniyeh talks focused health situation palestinian territories according statement issued presidency republic demographic density factor promote spread coronavirus well lack medicines health facilities needed fight pandemic heart talks source said president republic reaffirmed tunisia permanent support palestinian people readiness provide necessary support brotherly palestinian people difficult situation humanity going,Politics,86
foreign ministry mobilised repatriation tunisians stranded abroad,tap departments foreign affairs ministry home abroad mobilised help tunisian nationals especially students face delicate social financial situations following closure borders enforcement general lockdown several countries diplomatic missions european countries continue provide urgent consular services tunisians ministry friday said press release addition ministry monitoring repatriation efforts non resident tunisians stranded abroad considering measures decided several countries combat spread covid 19 coordination different structures ministries ministry striving ensure repatriation still stranded tunisians crisis cells diplomatic consular missions working day night provide assistance,Politics,87
inlucc receives 220 reports non compliance self isolation total lockdown measures,tap national anti corruption authority inlucc said received friday 220 reports speculation products price increases violation self isolation total lockdown backdrop health situation related coronavirus pandemic reports received 1pm concern total 14 governorates also include denunciations abuse power omdas fraudulently manipulate lists social assistance beneficiaries among reports received also reports failure comply measures total lockdown self isolation wedding ceremony held menzel chaker sfax friday prayers held mosque bardo tunis weekly souk held el kamour tataouine correspondence effect addressed ministries trade health interior says inlucc inlucc made toll free number 80102222 available citizens denounce cases non compliance measures self isolation total lockdown speculation conditional sale well offences relation prices inlucc established plan combat price offences caused health situation country slogan speculation form corruption,Politics,88
president kais saied holds phone conversation emir kuwait,tap president republic kais saied friday afternoon held phone conversation emir kuwait sabah al ahmad al jaber al sabah talk reviewed relations tunisia kuwait well imperative face covid 19 pandemic aegis united nations un order pool efforts overcome global danger presidency said statement kais saied launched initiative calling emergency session un security council proposing draft resolution examine ways control spread covid 19,Politics,89
saied al sissi telephone conversation,tap telephone conversation president kais saied abdel fattah al sissi friday opportunity sides highlight special relations two peoples countries need find new perspectives consolidation fraternal ties fields statement issued presidency republic said addressing health situation related spread covid 19 two presidents stressed need new approach central role united nations bringing together coordinating efforts two heads state affirmed readiness tunisia egypt support another level telephone conversation made possible evoke positions relating agreement sharing nile waters context kais saied indicated security egyptian people equivalent security tunisians raising situation libya saied insisted inter libyan solution crisis position egypt supports welcomes according source two presidents invited,Politics,90
covid 19 almost 700 military patrols deployed nationwide last 24 hours,tap spokesperson national defence ministry mohamed zekri said 660 patrols deployed nationwide last 24 hours air force conducted combing operations several regions last 24 hours ensure stringent compliance general lockdown curfew zekri told tap spokesperson reminded thursday press release ministry announced heightened state alert higher promptness monitor suspicious movements deal danger coordination national security forces national guard measure fits within follow security state affairs land sea borders libya ministry said,Politics,91
new app ensure continuous work public private sectors heart inter ministerial coordination session,tap new application ensure continuity work public private sectors discussed inter ministerial coordination sessionthat meeting held friday headquarters ministry interior review situation country relation coronavirus covid 19 agenda meeting arrangements made ensure continuity activities main public private companies sectors concerned lockdown measures computer application project discussed regard meeting attended minister interior hichem mechichi minister communication technologies digital transition mohamed fadhel kraiem minister social affairs habib kchaou minister industry smes salah ben youssef focused exceptional measures taken context general lockdown curfew session also opportunity assess coordination services ministries examine ways step better support national efforts combat spread covid 19,Politics,92
repatriation tunisians stranded abroad focus president fm talks,tap repatriation tunisians stranded abroad mobilisation financial support focus meeting held friday carthage palace president kais saied foreign minister noureddine erray meeting discussed measures force decisions taken foreign affairs department coordination government ministerial structures facilitate return tunisian non residents abroad said presidency republic noureddine erray informed president republic efforts made ongoing tunisian diplomatic actions mobilise financial health support hospitals country including provision equipment medicines capable dealing covid 19 global pandemic,Politics,93
